AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,New York,All,2016-17,17,7.8,7.8,5,152,0,157,"2,015",> 100%
State,New York,All,2016-17,18,7.7,7.7,2,143,0,145,"1,888",98.1%
State,New York,All,2016-17,19,7.2,7.2,0,132,0,132,"1,822",94.7%
State,New York,All,2016-17,20,7.7,7.7,5,145,0,150,"1,954",> 100%
State,New York,All,2016-17,21,7.2,7.2,3,130,0,133,"1,855",96.4%
State,New York,All,2016-17,22,6.9,6.9,0,125,0,125,"1,802",93.7%
State,New York,All,2016-17,23,7.2,7.2,0,135,0,135,"1,887",98.1%
State,New York,All,2016-17,24,6.5,6.5,1,123,0,124,"1,899",98.7%
State,New York,All,2016-17,25,5.8,5.8,0,107,0,107,"1,844",95.9%
State,New York,All,2016-17,26,7.2,7.2,0,130,0,130,"1,803",93.7%
State,New York,All,2016-17,27,6.9,6.9,0,125,0,125,"1,822",94.7%
State,New York,All,2016-17,28,8,8,0,143,0,143,"1,781",92.6%
State,New York,All,2016-17,29,6.8,6.8,0,121,0,121,"1,787",92.9%
State,New York,All,2016-17,30,7.6,7.6,0,136,0,136,"1,778",92.4%
State,New York,All,2016-17,31,6.9,6.9,0,126,0,126,"1,833",95.3%
State,New York,All,2016-17,32,6.9,6.9,0,119,0,119,"1,728",89.8%
State,New York,All,2016-17,33,6.8,6.8,0,120,0,120,"1,771",92.1%
State,New York,All,2016-17,34,7.6,7.6,0,137,0,137,"1,805",93.8%
State,New York,All,2016-17,35,6.9,6.9,0,126,0,126,"1,839",95.6%
State,New York,All,2016-17,36,6.4,6.4,0,118,0,118,"1,850",96.2%
State,New York,All,2016-17,37,6.9,6.9,0,126,0,126,"1,815",94.3%
State,New York,All,2016-17,38,7.4,7.4,0,136,0,136,"1,843",95.8%
State,New York,All,2016-17,39,5.7,5.7,1,102,0,103,"1,805",93.8%
State,North Carolina,All,2016-17,40,5.9,5.9,2,96,0,98,"1,656",95.4%
State,North Carolina,All,2016-17,41,6,6,1,103,0,104,"1,734",99.9%
State,North Carolina,All,2016-17,42,6.4,6.4,0,109,0,109,"1,697",97.8%
State,North Carolina,All,2016-17,43,6.8,6.8,0,118,0,118,"1,740",> 100%
State,North Carolina,All,2016-17,44,7,7,0,123,0,123,"1,757",> 100%
State,North Carolina,All,2016-17,45,6.1,6.1,0,108,0,108,"1,767",> 100%
State,North Carolina,All,2016-17,46,7.2,7.2,0,130,0,130,"1,818",> 100%
State,North Carolina,All,2016-17,47,7,7,0,124,0,124,"1,761",> 100%
State,North Carolina,All,2016-17,48,7.4,7.4,0,134,0,134,"1,804",> 100%
State,North Carolina,All,2016-17,49,6.7,6.7,2,121,0,123,"1,841",> 100%
State,North Carolina,All,2016-17,50,6.7,6.7,0,126,0,126,"1,890",> 100%
State,North Carolina,All,2016-17,51,7.6,7.6,0,136,0,136,"1,795",> 100%
State,North Carolina,All,2016-17,52,8.6,8.6,4,161,0,165,"1,911",> 100%
State,North Carolina,All,2016-17,1,7.9,7.9,1,156,0,157,"1,981",> 100%
State,North Carolina,All,2016-17,2,8.5,8.5,8,161,0,169,"1,978",> 100%
State,North Carolina,All,2016-17,3,9.1,9.1,5,163,0,168,"1,847",> 100%
State,North Carolina,All,2016-17,4,9.1,9.1,8,166,0,174,"1,905",> 100%
State,North Carolina,All,2016-17,5,8.7,8.7,6,150,0,156,"1,803",> 100%
State,North Carolina,All,2016-17,6,8.2,8.2,13,145,0,158,"1,932",> 100%
State,North Carolina,All,2016-17,7,8.6,8.6,20,139,0,159,"1,854",> 100%
State,North Carolina,All,2016-17,8,9.7,9.7,27,165,0,192,"1,977",> 100%
State,North Carolina,All,2016-17,9,9.8,9.8,35,156,0,191,"1,950",> 100%
State,North Carolina,All,2016-17,10,10.6,10.6,44,165,0,209,"1,978",> 100%
State,North Carolina,All,2016-17,11,9.1,9.1,26,152,0,178,"1,962",> 100%
State,North Carolina,All,2016-17,12,8.6,8.6,20,154,0,174,"2,015",> 100%
State,North Carolina,All,2016-17,13,9.3,9.3,25,156,0,181,"1,936",> 100%
State,North Carolina,All,2016-17,14,8.9,8.9,23,141,0,164,"1,847",> 100%
State,North Carolina,All,2016-17,15,7.8,7.8,13,127,0,140,"1,791",> 100%
State,North Carolina,All,2016-17,16,8.5,8.5,7,140,0,147,"1,720",99.1%
State,North Carolina,All,2016-17,17,8.1,8.1,6,135,0,141,"1,735",100%
State,North Carolina,All,2016-17,18,6.5,6.5,7,107,0,114,"1,741",> 100%
State,North Carolina,All,2016-17,19,7.3,7.3,3,120,0,123,"1,684",97%
State,North Carolina,All,2016-17,20,6.5,6.5,1,115,0,116,"1,784",> 100%
State,North Carolina,All,2016-17,21,6.2,6.2,0,107,0,107,"1,732",99.8%
State,North Carolina,All,2016-17,22,6.2,6.2,0,103,0,103,"1,659",95.6%
State,North Carolina,All,2016-17,23,5.7,5.7,0,98,0,98,"1,728",99.6%
State,North Carolina,All,2016-17,24,6.4,6.4,0,104,0,104,"1,625",93.6%
State,North Carolina,All,2016-17,25,5.9,5.9,0,99,0,99,"1,666",96%
State,North Carolina,All,2016-17,26,6.5,6.5,0,111,0,111,"1,696",97.7%
State,North Carolina,All,2016-17,27,5.4,5.4,1,93,0,94,"1,739",> 100%
State,North Carolina,All,2016-17,28,6.6,6.6,0,107,0,107,"1,628",93.8%
State,North Carolina,All,2016-17,29,5.6,5.6,0,93,0,93,"1,666",96%
State,North Carolina,All,2016-17,30,6.6,6.6,0,109,0,109,"1,645",94.8%
State,North Carolina,All,2016-17,31,4.9,4.9,0,80,0,80,"1,625",93.6%
State,North Carolina,All,2016-17,32,4.5,4.5,0,75,0,75,"1,653",95.3%
State,North Carolina,All,2016-17,33,5.1,5.1,0,88,0,88,"1,726",99.5%
State,North Carolina,All,2016-17,34,4.6,4.6,0,78,0,78,"1,683",97%
State,North Carolina,All,2016-17,35,5.5,5.5,0,96,0,96,"1,758",> 100%
State,North Carolina,All,2016-17,36,6.2,6.2,0,101,0,101,"1,627",93.8%
State,North Carolina,All,2016-17,37,5.8,5.8,1,97,0,98,"1,680",96.8%
State,North Carolina,All,2016-17,38,5.7,5.7,0,99,0,99,"1,736",> 100%
State,North Carolina,All,2016-17,39,6.2,6.2,1,105,0,106,"1,705",98.3%
State,North Dakota,All,2016-17,40,9,9,0,12,0,12,134,> 100%
State,North Dakota,All,2016-17,41,8.6,8.6,0,12,0,12,139,> 100%
State,North Dakota,All,2016-17,42,11.8,11.8,0,16,0,16,136,> 100%
State,North Dakota,All,2016-17,43,7.3,7.3,0,9,0,9,123,> 100%
State,North Dakota,All,2016-17,44,12.5,12.5,0,17,0,17,136,> 100%
State,North Dakota,All,2016-17,45,7.7,7.7,0,9,0,9,117,97.4%
State,North Dakota,All,2016-17,46,4,4,0,5,0,5,124,> 100%
State,North Dakota,All,2016-17,47,9.1,9.1,0,12,0,12,132,> 100%
State,North Dakota,All,2016-17,48,3.5,3.5,0,4,0,4,115,95.7%
State,North Dakota,All,2016-17,49,6.9,6.9,0,8,0,8,116,96.5%
State,North Dakota,All,2016-17,50,9.3,9.3,0,13,0,13,140,> 100%
State,North Dakota,All,2016-17,51,5.8,5.8,0,7,0,7,120,99.9%
State,North Dakota,All,2016-17,52,2.3,2.3,0,3,0,3,129,> 100%
State,North Dakota,All,2016-17,1,7.5,7.5,0,8,0,8,106,88.2%
State,North Dakota,All,2016-17,2,12.9,12.9,1,16,0,17,132,> 100%
State,North Dakota,All,2016-17,3,12,12,0,16,0,16,133,> 100%
State,North Dakota,All,2016-17,4,16.2,16.2,1,20,0,21,130,> 100%
State,North Dakota,All,2016-17,5,9.9,9.9,0,12,0,12,121,> 100%
State,North Dakota,All,2016-17,6,6.7,6.7,0,9,0,9,134,> 100%
State,North Dakota,All,2016-17,7,12.1,12.1,3,13,0,16,132,> 100%
State,North Dakota,All,2016-17,8,11.1,11.1,2,12,0,14,126,> 100%
State,North Dakota,All,2016-17,9,12.4,12.4,2,15,0,17,137,> 100%
State,North Dakota,All,2016-17,10,9.6,9.6,1,12,0,13,136,> 100%
State,North Dakota,All,2016-17,11,9.4,9.4,1,11,0,12,128,> 100%
State,North Dakota,All,2016-17,12,9.6,9.6,4,8,0,12,125,> 100%
State,North Dakota,All,2016-17,13,14.7,14.7,3,14,0,17,116,96.5%
State,North Dakota,All,2016-17,14,6,6,1,8,0,9,149,> 100%
State,North Dakota,All,2016-17,15,7.5,7.5,1,9,0,10,134,> 100%
State,North Dakota,All,2016-17,16,8.8,8.8,1,11,0,12,136,> 100%
State,North Dakota,All,2016-17,17,8.7,8.7,1,9,0,10,115,95.7%
State,North Dakota,All,2016-17,18,7.3,7.3,1,7,0,8,110,91.6%
State,North Dakota,All,2016-17,19,6.4,6.4,2,6,0,8,125,> 100%
State,North Dakota,All,2016-17,20,10.3,10.3,0,12,0,12,116,96.5%
State,North Dakota,All,2016-17,21,9.2,9.2,0,11,0,11,119,99%
State,North Dakota,All,2016-17,22,1.8,1.8,0,2,0,2,114,94.9%
State,North Dakota,All,2016-17,23,8.5,8.5,0,11,0,11,130,> 100%
State,North Dakota,All,2016-17,24,6.3,6.3,0,7,0,7,111,92.4%
State,North Dakota,All,2016-17,25,6,6,0,7,0,7,116,96.5%
State,North Dakota,All,2016-17,26,4.8,4.8,0,6,0,6,126,> 100%
State,North Dakota,All,2016-17,27,1.1,1.1,0,1,0,1,87,72.4%
State,North Dakota,All,2016-17,28,7.4,7.4,0,8,0,8,108,89.9%
State,North Dakota,All,2016-17,29,6.3,6.3,0,8,0,8,127,> 100%
State,North Dakota,All,2016-17,30,6.8,6.8,0,7,0,7,103,85.7%
State,North Dakota,All,2016-17,31,6.4,6.4,0,8,0,8,125,> 100%
State,North Dakota,All,2016-17,32,5,5,0,5,0,5,100,83.2%
State,North Dakota,All,2016-17,33,7.9,7.9,0,11,0,11,140,> 100%
State,North Dakota,All,2016-17,34,4.8,4.8,0,5,0,5,105,87.4%
State,North Dakota,All,2016-17,35,8.9,8.9,0,10,0,10,112,93.2%
State,North Dakota,All,2016-17,36,6.2,6.2,0,7,0,7,113,94.1%
State,North Dakota,All,2016-17,37,9.6,9.6,0,11,0,11,114,94.9%
State,North Dakota,All,2016-17,38,4.8,4.8,0,6,0,6,125,> 100%
State,North Dakota,All,2016-17,39,6.6,6.6,0,8,0,8,122,> 100%
State,Ohio,All,2016-17,40,5.8,5.8,0,130,0,130,"2,236",97.2%
State,Ohio,All,2016-17,41,6,6,0,133,0,133,"2,217",96.4%
State,Ohio,All,2016-17,42,5.8,5.8,0,128,0,128,"2,213",96.2%
State,Ohio,All,2016-17,43,5.3,5.3,0,121,0,121,"2,297",99.9%
State,Ohio,All,2016-17,44,5.3,5.3,0,122,0,122,"2,287",99.5%
State,Ohio,All,2016-17,45,5.1,5.1,1,114,0,115,"2,255",98.1%
State,Ohio,All,2016-17,46,4.9,4.9,0,118,0,118,"2,389",> 100%
State,Ohio,All,2016-17,47,5.6,5.6,1,131,0,132,"2,355",> 100%
State,Ohio,All,2016-17,48,5.9,5.9,3,139,0,142,"2,397",> 100%
State,Ohio,All,2016-17,49,5.6,5.6,0,133,0,133,"2,391",> 100%
State,Ohio,All,2016-17,50,6.6,6.6,1,163,0,164,"2,478",> 100%
State,Ohio,All,2016-17,51,6.5,6.5,1,160,0,161,"2,490",> 100%
State,Ohio,All,2016-17,52,5.3,5.3,4,129,0,133,"2,486",> 100%
State,Ohio,All,2016-17,1,7.4,7.4,3,194,0,197,"2,652",> 100%
State,Ohio,All,2016-17,2,6.4,6.4,9,164,0,173,"2,696",> 100%
State,Ohio,All,2016-17,3,6.2,6.2,4,161,0,165,"2,648",> 100%
State,Ohio,All,2016-17,4,7.9,7.9,10,196,0,206,"2,607",> 100%
State,Ohio,All,2016-17,5,6.6,6.6,13,152,0,165,"2,509",> 100%
State,Ohio,All,2016-17,6,6.5,6.5,18,155,0,173,"2,673",> 100%
State,Ohio,All,2016-17,7,7.7,7.7,20,179,0,199,"2,575",> 100%
State,Ohio,All,2016-17,8,6.8,6.8,28,149,0,177,"2,596",> 100%
State,Ohio,All,2016-17,9,7.1,7.1,23,157,0,180,"2,545",> 100%
State,Ohio,All,2016-17,10,7.9,7.9,24,177,0,201,"2,548",> 100%
State,Ohio,All,2016-17,11,6.5,6.5,16,147,0,163,"2,513",> 100%
State,Ohio,All,2016-17,12,7.1,7.1,20,166,0,186,"2,621",> 100%
State,Ohio,All,2016-17,13,7.4,7.4,21,167,0,188,"2,541",> 100%
State,Ohio,All,2016-17,14,7.4,7.4,17,169,0,186,"2,518",> 100%
State,Ohio,All,2016-17,15,6.9,6.9,7,163,0,170,"2,475",> 100%
State,Ohio,All,2016-17,16,5.6,5.6,10,122,0,132,"2,360",> 100%
State,Ohio,All,2016-17,17,5.7,5.7,3,123,0,126,"2,208",96%
State,Ohio,All,2016-17,18,6.9,6.9,3,153,0,156,"2,261",98.3%
State,Ohio,All,2016-17,19,5.1,5.1,2,115,0,117,"2,316",> 100%
State,Ohio,All,2016-17,20,4.7,4.7,3,104,0,107,"2,268",98.6%
State,Ohio,All,2016-17,21,4.8,4.8,1,104,0,105,"2,190",95.2%
State,Ohio,All,2016-17,22,4.5,4.5,1,99,0,100,"2,239",97.4%
State,Ohio,All,2016-17,23,5.1,5.1,2,116,0,118,"2,293",99.7%
State,Ohio,All,2016-17,24,4.7,4.7,1,104,0,105,"2,213",96.2%
State,Ohio,All,2016-17,25,5.2,5.2,0,113,0,113,"2,187",95.1%
State,Ohio,All,2016-17,26,4.6,4.6,1,98,0,99,"2,155",93.7%
State,Ohio,All,2016-17,27,4.6,4.6,1,102,0,103,"2,217",96.4%
State,Ohio,All,2016-17,28,5.2,5.2,1,117,0,118,"2,256",98.1%
State,Ohio,All,2016-17,29,5.3,5.3,0,113,0,113,"2,146",93.3%
State,Ohio,All,2016-17,30,4.9,4.9,0,105,0,105,"2,159",93.9%
State,Ohio,All,2016-17,31,4.6,4.6,1,98,0,99,"2,158",93.8%
State,Ohio,All,2016-17,32,5.4,5.4,0,116,0,116,"2,162",94%
State,Ohio,All,2016-17,33,5.2,5.2,2,112,0,114,"2,205",95.9%
State,Ohio,All,2016-17,34,4.7,4.7,0,103,0,103,"2,184",95%
State,Ohio,All,2016-17,35,4.3,4.3,0,96,0,96,"2,242",97.5%
State,Ohio,All,2016-17,36,5.4,5.4,0,121,0,121,"2,240",97.4%
State,Ohio,All,2016-17,37,5.7,5.7,0,130,0,130,"2,286",99.4%
State,Ohio,All,2016-17,38,4.8,4.8,1,105,0,106,"2,222",96.6%
State,Ohio,All,2016-17,39,5.9,5.9,0,130,0,130,"2,198",95.6%
State,Oklahoma,All,2016-17,40,8.2,8.2,0,61,0,61,744,98.1%
State,Oklahoma,All,2016-17,41,8.3,8.3,0,60,0,60,723,95.4%
State,Oklahoma,All,2016-17,42,6.6,6.6,0,48,0,48,723,95.4%
State,Oklahoma,All,2016-17,43,7.5,7.5,0,53,0,53,703,92.7%
State,Oklahoma,All,2016-17,44,5.8,5.8,1,39,0,40,685,90.4%
State,Oklahoma,All,2016-17,45,5.9,5.9,1,46,0,47,795,> 100%
State,Oklahoma,All,2016-17,46,5.4,5.4,0,40,0,40,735,97%
State,Oklahoma,All,2016-17,47,5.9,5.9,0,44,0,44,748,98.7%
State,Oklahoma,All,2016-17,48,7.9,7.9,0,64,0,64,813,> 100%
State,Oklahoma,All,2016-17,49,8.2,8.2,0,68,0,68,826,> 100%
State,Oklahoma,All,2016-17,50,9,9,3,67,0,70,782,> 100%
State,Oklahoma,All,2016-17,51,8.8,8.8,2,73,0,75,855,> 100%
State,Oklahoma,All,2016-17,52,7.2,7.2,0,59,0,59,822,> 100%
State,Oklahoma,All,2016-17,1,9.6,9.6,3,76,0,79,821,> 100%
State,Oklahoma,All,2016-17,2,8,8,5,64,0,69,863,> 100%
State,Oklahoma,All,2016-17,3,11.6,11.6,2,97,0,99,855,> 100%
State,Oklahoma,All,2016-17,4,10,10,7,77,0,84,838,> 100%
State,Oklahoma,All,2016-17,5,10.7,10.7,14,80,0,94,878,> 100%
State,Oklahoma,All,2016-17,6,11,11,14,84,0,98,888,> 100%
State,Oklahoma,All,2016-17,7,9.3,9.3,15,63,0,78,835,> 100%
State,Oklahoma,All,2016-17,8,12.6,12.6,18,95,0,113,894,> 100%
State,Oklahoma,All,2016-17,9,12.8,12.8,13,96,0,109,849,> 100%
State,Oklahoma,All,2016-17,10,9.8,9.8,7,72,0,79,807,> 100%
State,Oklahoma,All,2016-17,11,10.1,10.1,5,82,0,87,859,> 100%
State,Oklahoma,All,2016-17,12,8.6,8.6,4,66,0,70,817,> 100%
State,Oklahoma,All,2016-17,13,8.5,8.5,5,60,0,65,762,> 100%
State,Oklahoma,All,2016-17,14,6.9,6.9,3,50,0,53,768,> 100%
State,Oklahoma,All,2016-17,15,8.8,8.8,1,64,0,65,737,97.2%
State,Oklahoma,All,2016-17,16,7.2,7.2,2,55,0,57,787,> 100%
State,Oklahoma,All,2016-17,17,8.3,8.3,1,63,0,64,775,> 100%
State,Oklahoma,All,2016-17,18,8.8,8.8,0,67,0,67,759,> 100%
State,Oklahoma,All,2016-17,19,8.2,8.2,0,60,0,60,732,96.6%
State,Oklahoma,All,2016-17,20,8.4,8.4,0,63,0,63,750,98.9%
State,Oklahoma,All,2016-17,21,9.6,9.6,0,68,0,68,710,93.7%
State,Oklahoma,All,2016-17,22,7.1,7.1,0,51,0,51,715,94.3%
State,Oklahoma,All,2016-17,23,6.9,6.9,0,50,0,50,721,95.1%
State,Oklahoma,All,2016-17,24,7.6,7.6,0,58,0,58,760,> 100%
State,Oklahoma,All,2016-17,25,5.2,5.2,0,36,0,36,693,91.4%
State,Oklahoma,All,2016-17,26,6.1,6.1,0,44,0,44,719,94.8%
State,Oklahoma,All,2016-17,27,7.6,7.6,0,55,0,55,721,95.1%
State,Oklahoma,All,2016-17,28,7.4,7.4,0,57,0,57,769,> 100%
State,Oklahoma,All,2016-17,29,7.8,7.8,0,60,0,60,767,> 100%
State,Oklahoma,All,2016-17,30,7.3,7.3,0,52,0,52,711,93.8%
State,Oklahoma,All,2016-17,31,7.5,7.5,0,54,0,54,717,94.6%
State,Oklahoma,All,2016-17,32,7.1,7.1,0,52,0,52,734,96.8%
State,Oklahoma,All,2016-17,33,5.8,5.8,0,41,0,41,701,92.5%
State,Oklahoma,All,2016-17,34,6.1,6.1,0,44,0,44,723,95.4%
State,Oklahoma,All,2016-17,35,7.2,7.2,0,53,0,53,739,97.5%
State,Oklahoma,All,2016-17,36,6.1,6.1,0,44,0,44,727,95.9%
State,Oklahoma,All,2016-17,37,7.9,7.9,0,63,0,63,795,> 100%
State,Oklahoma,All,2016-17,38,5.8,5.8,0,41,0,41,708,93.4%
State,Oklahoma,All,2016-17,39,8.4,8.4,0,63,0,63,754,99.5%
State,Oregon,All,2016-17,40,4.7,4.7,0,32,0,32,686,99.7%
State,Oregon,All,2016-17,41,4.6,4.6,0,32,0,32,699,> 100%
State,Oregon,All,2016-17,42,3.3,3.3,0,21,0,21,632,91.9%
State,Oregon,All,2016-17,43,5.9,5.9,1,40,0,41,696,> 100%
State,Oregon,All,2016-17,44,3.3,3.3,1,22,0,23,690,> 100%
State,Oregon,All,2016-17,45,5.4,5.4,1,37,0,38,698,> 100%
State,Oregon,All,2016-17,46,4.8,4.8,0,34,0,34,707,> 100%
State,Oregon,All,2016-17,47,4.8,4.8,2,32,0,34,702,> 100%
State,Oregon,All,2016-17,48,6.9,6.9,2,47,0,49,712,> 100%
State,Oregon,All,2016-17,49,4.9,4.9,4,31,0,35,710,> 100%
State,Oregon,All,2016-17,50,6.2,6.2,3,45,0,48,773,> 100%
State,Oregon,All,2016-17,51,6.7,6.7,9,41,0,50,750,> 100%
State,Oregon,All,2016-17,52,9.2,9.2,15,59,0,74,801,> 100%
State,Oregon,All,2016-17,1,9.8,9.8,34,55,0,89,904,> 100%
State,Oregon,All,2016-17,2,8.4,8.4,28,45,0,73,867,> 100%
State,Oregon,All,2016-17,3,11.6,11.6,38,63,0,101,874,> 100%
State,Oregon,All,2016-17,4,10,10,22,56,0,78,779,> 100%
State,Oregon,All,2016-17,5,9,9,18,56,0,74,819,> 100%
State,Oregon,All,2016-17,6,6.9,6.9,17,37,0,54,787,> 100%
State,Oregon,All,2016-17,7,7.9,7.9,8,51,0,59,748,> 100%
State,Oregon,All,2016-17,8,6.4,6.4,10,35,0,45,700,> 100%
State,Oregon,All,2016-17,9,6.3,6.3,5,43,0,48,766,> 100%
State,Oregon,All,2016-17,10,5.4,5.4,6,35,0,41,760,> 100%
State,Oregon,All,2016-17,11,5.5,5.5,3,37,0,40,726,> 100%
State,Oregon,All,2016-17,12,4.1,4.1,5,23,0,28,676,98.3%
State,Oregon,All,2016-17,13,6,6,3,37,0,40,671,97.5%
State,Oregon,All,2016-17,14,5.2,5.2,1,33,0,34,656,95.4%
State,Oregon,All,2016-17,15,5.5,5.5,1,37,0,38,692,> 100%
State,Oregon,All,2016-17,16,5.3,5.3,1,38,0,39,741,> 100%
State,Oregon,All,2016-17,17,5.3,5.3,1,37,0,38,711,> 100%
State,Oregon,All,2016-17,18,5.9,5.9,0,40,0,40,683,99.3%
State,Oregon,All,2016-17,19,5.4,5.4,1,38,0,39,722,> 100%
State,Oregon,All,2016-17,20,5.7,5.7,1,39,0,40,701,> 100%
State,Oregon,All,2016-17,21,5.9,5.9,2,37,0,39,666,96.8%
State,Oregon,All,2016-17,22,5.6,5.6,1,36,0,37,663,96.4%
State,Oregon,All,2016-17,23,5.3,5.3,0,36,0,36,674,98%
State,Oregon,All,2016-17,24,6.1,6.1,1,38,0,39,644,93.6%
State,Oregon,All,2016-17,25,5.7,5.7,0,37,0,37,644,93.6%
State,Oregon,All,2016-17,26,3.9,3.9,0,26,0,26,661,96.1%
State,Oregon,All,2016-17,27,3.9,3.9,1,24,0,25,642,93.3%
State,Oregon,All,2016-17,28,4.8,4.8,0,31,0,31,651,94.6%
State,Oregon,All,2016-17,29,3.8,3.8,0,27,0,27,702,> 100%
State,Oregon,All,2016-17,30,4.4,4.4,0,29,0,29,662,96.2%
State,Oregon,All,2016-17,31,3.2,3.2,0,21,0,21,653,94.9%
State,Oregon,All,2016-17,32,3.4,3.4,0,23,0,23,683,99.3%
State,Oregon,All,2016-17,33,3.9,3.9,0,25,0,25,642,93.3%
State,Oregon,All,2016-17,34,3.2,3.2,0,21,0,21,655,95.2%
State,Oregon,All,2016-17,35,3.2,3.2,0,20,0,20,624,90.7%
State,Oregon,All,2016-17,36,3.2,3.2,0,21,0,21,655,95.2%
State,Oregon,All,2016-17,37,3.8,3.8,0,23,0,23,612,89%
State,Oregon,All,2016-17,38,3.4,3.4,0,23,0,23,672,97.7%
State,Oregon,All,2016-17,39,5.1,5.1,0,33,0,33,649,94.3%
State,Pennsylvania,All,2016-17,40,5.1,5.1,0,131,0,131,"2,553",100%
State,Pennsylvania,All,2016-17,41,5.6,5.6,0,143,0,143,"2,545",99.7%
State,Pennsylvania,All,2016-17,42,5.4,5.4,0,134,0,134,"2,490",97.5%
State,Pennsylvania,All,2016-17,43,5.5,5.5,0,140,0,140,"2,526",98.9%
State,Pennsylvania,All,2016-17,44,5.3,5.3,2,136,0,138,"2,602",> 100%
State,Pennsylvania,All,2016-17,45,5,5,0,128,0,128,"2,570",> 100%
State,Pennsylvania,All,2016-17,46,5.5,5.5,0,145,0,145,"2,614",> 100%
State,Pennsylvania,All,2016-17,47,5.5,5.5,1,145,0,146,"2,670",> 100%
State,Pennsylvania,All,2016-17,48,4.7,4.7,2,126,0,128,"2,706",> 100%
State,Pennsylvania,All,2016-17,49,5.9,5.9,2,159,0,161,"2,708",> 100%
State,Pennsylvania,All,2016-17,50,6.1,6.1,2,163,0,165,"2,727",> 100%
State,Pennsylvania,All,2016-17,51,6.6,6.6,2,177,0,179,"2,729",> 100%
State,Pennsylvania,All,2016-17,52,6.5,6.5,9,179,0,188,"2,904",> 100%
State,Pennsylvania,All,2016-17,1,7.6,7.6,15,211,0,226,"2,963",> 100%
State,Pennsylvania,All,2016-17,2,6.7,6.7,17,179,0,196,"2,910",> 100%
State,Pennsylvania,All,2016-17,3,8.9,8.9,19,242,0,261,"2,937",> 100%
State,Pennsylvania,All,2016-17,4,7.7,7.7,16,212,0,228,"2,971",> 100%
State,Pennsylvania,All,2016-17,5,8.4,8.4,22,215,0,237,"2,825",> 100%
State,Pennsylvania,All,2016-17,6,8.2,8.2,29,204,0,233,"2,828",> 100%
State,Pennsylvania,All,2016-17,7,7.4,7.4,30,192,0,222,"2,985",> 100%
State,Pennsylvania,All,2016-17,8,7.5,7.5,31,184,0,215,"2,875",> 100%
State,Pennsylvania,All,2016-17,9,7.3,7.3,21,187,0,208,"2,861",> 100%
State,Pennsylvania,All,2016-17,10,6.3,6.3,26,156,0,182,"2,908",> 100%
State,Pennsylvania,All,2016-17,11,7.4,7.4,14,193,0,207,"2,783",> 100%
State,Pennsylvania,All,2016-17,12,7.7,7.7,15,196,0,211,"2,752",> 100%
State,Pennsylvania,All,2016-17,13,6.6,6.6,18,163,0,181,"2,734",> 100%
State,Pennsylvania,All,2016-17,14,6.9,6.9,9,180,0,189,"2,739",> 100%
State,Pennsylvania,All,2016-17,15,6.8,6.8,7,173,0,180,"2,647",> 100%
State,Pennsylvania,All,2016-17,16,6.2,6.2,8,150,0,158,"2,529",99%
State,Pennsylvania,All,2016-17,17,5.9,5.9,5,147,0,152,"2,563",> 100%
State,Pennsylvania,All,2016-17,18,5.9,5.9,4,141,0,145,"2,462",96.4%
State,Pennsylvania,All,2016-17,19,6,6,2,145,0,147,"2,442",95.6%
State,Pennsylvania,All,2016-17,20,5.5,5.5,4,134,0,138,"2,528",99%
State,Pennsylvania,All,2016-17,21,5.8,5.8,0,144,0,144,"2,477",97%
State,Pennsylvania,All,2016-17,22,4.5,4.5,1,111,0,112,"2,496",97.7%
State,Pennsylvania,All,2016-17,23,6,6,1,149,0,150,"2,502",98%
State,Pennsylvania,All,2016-17,24,4.8,4.8,0,120,0,120,"2,523",98.8%
State,Pennsylvania,All,2016-17,25,5,5,0,124,0,124,"2,461",96.4%
State,Pennsylvania,All,2016-17,26,4.6,4.6,0,110,0,110,"2,372",92.9%
State,Pennsylvania,All,2016-17,27,5.4,5.4,0,129,0,129,"2,399",94%
State,Pennsylvania,All,2016-17,28,6,6,0,142,0,142,"2,361",92.5%
State,Pennsylvania,All,2016-17,29,4.8,4.8,0,118,0,118,"2,434",95.3%
State,Pennsylvania,All,2016-17,30,5.2,5.2,0,118,0,118,"2,269",88.9%
State,Pennsylvania,All,2016-17,31,4.8,4.8,0,113,0,113,"2,364",92.6%
State,Pennsylvania,All,2016-17,32,5,5,0,122,0,122,"2,441",95.6%
State,Pennsylvania,All,2016-17,33,4.6,4.6,0,111,0,111,"2,402",94.1%
State,Pennsylvania,All,2016-17,34,4.7,4.7,0,109,0,109,"2,320",90.9%
State,Pennsylvania,All,2016-17,35,4.9,4.9,0,118,0,118,"2,426",95%
State,Pennsylvania,All,2016-17,36,5.4,5.4,0,127,0,127,"2,359",92.4%
State,Pennsylvania,All,2016-17,37,4.3,4.3,0,109,0,109,"2,517",98.6%
State,Pennsylvania,All,2016-17,38,5.6,5.6,0,137,0,137,"2,440",95.6%
State,Pennsylvania,All,2016-17,39,5.3,5.3,0,130,0,130,"2,469",96.7%
State,Rhode Island,All,2016-17,40,4.7,4.7,0,10,0,10,211,> 100%
State,Rhode Island,All,2016-17,41,7.9,7.9,0,15,0,15,189,98.9%
